txtDescricaoMovimentoReceita,valOrcadoInicial,codMovimentoReceita,valRealizado,modifiedMode,usuarioOperacao,mesAteMovimento_consulta
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,0.0,5,,5
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,0.0,5,,5
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,254308142.0,2220001101020020001101000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000000000000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001100000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001101000,0.0,5,,6
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,4969323.71,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000000000000,14625854.16,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001100000,14625854.16,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001101000,14625854.16,5,,6
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,0.0,5,,6
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,0.0,5,,6
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,254308142.0,2220001101020020001101000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000000000000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001100000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001101000,0.0,5,,7
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,6287267.3,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000000000000,22467639.74,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001100000,22467639.74,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001101000,22467639.74,5,,7
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,0.0,5,,7
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,0.0,5,,7
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,254308142.0,2220001101020020001101000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000000000000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001100000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001101000,0.0,5,,8
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,7815263.16,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000000000000,24235897.66,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001100000,24235897.66,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001101000,24235897.66,5,,8
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,0.0,5,,8
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,0.0,5,,8
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,254308142.0,2220001101020020001101000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000000000000,0.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001100000,0.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001101000,0.0,5,,9
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,9490718.03,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000000000000,57044022.81,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001100000,57044022.81,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001101000,57044022.81,5,,9
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,0.0,5,,9
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,0.0,5,,9
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,254308142.0,2220001101020020001101000,7315001.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000000000000,0.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001100000,0.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001101000,0.0,5,,10
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,11046526.39,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000000000000,59656858.88,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001100000,59656858.88,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001101000,59656858.88,5,,10
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,0.0,5,,10
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,0.0,5,,10
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,254308142.0,2220001101020020001101000,12606991.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000000000000,0.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001100000,0.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001101000,0.0,5,,11
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,13522542.75,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000000000000,62705167.63,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001100000,62705167.63,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001101000,62705167.63,5,,11
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,0.0,5,,11
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,0.0,5,,11
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,254308142.0,2220001101020020001101000,12606991.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000000000000,0.0,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001100000,0.0,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,209016.0,1310021103210000001101000,0.0,5,,12
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,16976170.06,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000000000000,71320613.68,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001100000,71320613.68,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,893083583.0,1339991101000000001101000,71320613.68,5,,12
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,0.0,5,,12
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,0.0,5,,12
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,254308142.0,2220001101020020001101000,12606991.0,5,,12
