codUnidade,txtDescricaoUnidade,codigoOrgao,descricaoOrgao,codigoEmpresa,descricaoEmpresa,modifiedMode,usuarioOperacao,_codOrgao_consultado
14,FMH/SEHAB,91,Fundo Municipal de Habitação,91,Fundo Municipal de Habitação - COHAB,5,,91
10,Fundo Municipal de Habitação,91,Fundo Municipal de Habitação,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,91
10,Fundo Municipal de Habitação,91,Fundo Municipal de Habitação,91,Fundo Municipal de Habitação - COHAB,5,,91
14,SECRETARIA MUNICIPAL DE HABITAÇÃO,91,Fundo Municipal de Habitação,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,91
14,FMH/SEHAB,91,Fundo Municipal de Habitação,91,Fundo Municipal de Habitação - COHAB,5,,91
10,"Fundo Municipal do Trabalho, Emprego e Renda",92,"Fundo Municipal do Trabalho, Emprego e Renda",01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,92
10,Fundo Municipal de Assistência Social,93,Fundo Municipal de Assistência Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,93
83,"Companhia Metropolitana de Habitação de São Paulo
",93,Fundo Municipal de Assistência Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,93
10,Fundo Especial do Meio Ambiente e Desenvolvimento Sustentável,94,Fundo Especial do Meio Ambiente e Desenvolvimento Sustentável,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,94
10,Fundo Especial de Promoção de Atividades Culturais,95,Fundo Especial de Promoção de Atividades Culturais,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,95
10,Fundo Municipal de Turismo,96,Fundo Municipal de Turismo,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,96
10,Fundo de Proteção do Patrimônio Cultural e Ambiental Paulistano,97,Fundo de Proteção do Patrimônio Cultural e Ambiental Paulistano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,97
05,São Paulo Urbanismo,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
10,Fundo de Desenvolvimento Urbano,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
12,FUNDURB - Secretaria Municipal das Subprefeituras,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
14,FUNDURB - Secretaria Municipal de Habitação,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
19,"Secretaria Municipal de Esportes, Lazer e Recreação",98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
20,FUNDURB - Secretaria Municipal de Transportes,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
22,FUNDURB - Secretaria Municipal de Infraestrutura Urbana e Obras,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
25,FUNDURB - Secretaria Municipal de Cultura,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
27,FUNDURB - Secretaria Municipal do Verde e do Meio Ambiente,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
29,FUNDURB - Secretaria Municipal de Urbanismo e Licenciamento,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
37,FUNDURB - Secretaria Municipal de Desenvolvimento Urbano,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
41,Fundo de Desenvolvimento Urbano – AIU - Vila Andrade/FUNDURB,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
42,Fundo de Desenvolvimento Urbano – AIU - Jurubatuba/FUNDURB,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
43,Fundo de Desenvolvimento Urbano – AIU - Interlagos/FUNDURB,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
44,Fundo de Desenv. Urbano – AIU Vila Leopoldina-Villa Lobos/FUNDURB,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
45,Fundo de Desenvolvimento Urbano – AIU SETOR CENTRAL/FUNDURB,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
46,Fundo de Desenvolvimento Urbano – AIU ARCO PINHEIROS/FUNDURB,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
83,Companhia Metropolitana de Habitação de São Paulo,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
85,FUNDURB - FUNDAÇÃO THEATRO MUNICIPAL,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
91,Fundo Municipal de Habitação,98,Fundo de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,98
10,Fundo Municipal de Iluminação Pública,99,Fundo Municipal de Iluminação Pública,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,99
33,SPREGULA,99,Fundo Municipal de Iluminação Pública,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,99
